Job_Name,Company_Name,Location,Salary,Description,Skills
Senior Analyst - Customer experience,Junglee Games,"Gurgaon, Haryana",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Scrum Master,ucreate,"Chandigarh, Chandigarh",NA,"Telling others (developers, designers, QA) what to do,.You enjoy facilitating workshops, retrospectives, agile games, and other team activities.","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
UI Designer(Games),forstaffing india,"Noida, Uttar Pradesh",NA,Experience required- 3-5 years.They are currently looking out for a UI/UX expert who owns good experience in designing and developing engaging rich user…,"Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Vue.JS Developer,Codal,"Ahmedabad, Gujarat",NA,"Everyone at Codal-our developers, designers, managers, and especially our clients-is a part of this culture.During your time here at Codal, you will be a part…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Lead Game Developer,HungamaGames,"Hyderabad, Telangana",NA,Working experience in multiplayer games.Lead level experience in large scale games.Experience in full cycle quality game development.,"Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
SDE II - ETL,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
SDE II- Backend,Junglee Games,"Gurgaon, Haryana",NA,"As our SDE II- Backend, you will be part of a strike team that creates real-time multiplayer games for iOS/Android devices using our game development technology…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
AI / Gameplay Tools Programmer,Rockstar Games,"Bengaluru, Karnataka",NA,We build and maintain in-game C++ and external C# tools that connect to the game to enable developers to create AI and Gameplay content efficiently.,"Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Communications and Content Marketing Role,VMD Agro,NA,15000 - 25000,"2-4 years of experience as a Visual/UI designer, preferable with Professional Photography skills.Bonus: Should be able to craft, architect and visualise…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"Our designers have worked on some of Hollywood’s biggest hits, including the movie Avatar.Some of our notable games are Junglee Rummy, Eatme.io, Junglee Teen…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka",NA,"As our Tech Lead - Front End, you will work with a pool of exceptionally talented Junglee engineers and design and build next generation applications for Web,…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
AI / Gameplay Tools Programmer,VMD Agro,"Gurgaon, Haryana",430000,"Revise the work of previous designers to create a unified aesthetic for our brand materials.We are looking for Graphics Designer, photoshop professional who…","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team"
