Job_Name,Company_Name,Location,Salary,Description,Skills
Full Stack Java Developer,RXIL,"Mumbai, Maharashtra",900000 - 1500000,"We are currently hiring for full stack developer having atleast 6+ years of experience.Build whole stack ELBs to databases, then moving and launching site at…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Liferay – Full Stack Developer,AMConsult,"Pune, Maharashtra",NA,"3+ experience with at least 1 full life-cycle engagement.Can write classes and methods with direction and oversight from experienced developer, plus class and…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Software Developer - India,"RingLead, Inc.",Remote,NA,"Knowledge of data structure such as stack, queue, linked list, tree, graph.A developer plays an essential role in building and improving RingLead’s DMS…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Mern stack developer,Infritz Systems,"Pune, Maharashtra",540000 - 700000,"Looking for mern stack developer, having hands on experience in Node J's, react J's and JavaScript.Salary: ₹540,000.00 - ₹700,000.00 per year.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Sr. Full Stack Developer (JavaScript),Helios Solutions,Remote,NA,"Your primary focus will be the development of full stack application (Backend & Frontend ) using above mentioned technologies and ensuring high performance,…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Agkiya Media,"Patna, Bihar",10000 - 20000,Developing front end website architecture.Designing user interactions on web pages.Developing back end website applications.Expected Start Date: 1/9/2020.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Django Developer (AWS & Python),invogue creations,"Mumbai, Maharashtra",5000,"Full stack developer 2year experience.Django back end front end React Native.Must submit work in time.Salary: ₹5,000.00 per month.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer - Java Script,Tickled Media India Pvt Ltd,"Andheri, Mumbai, Maharashtra",NA,You understand the web protocols and the whole web stack very well to be able to figure out ingenious ways of solving problems.Who should apply for this role?,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Java Full Stack Developer,Unizen Technologies,"Bengaluru, Karnataka",437174 - 1376153,"Job Description (1-2 yrs)*.As a Full Stack Developer, you will develop applications in a very passionate environment being responsible for Front-end and Back…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Fullstack PHP Developer,Ajackus,"Mumbai, Maharashtra",300000 - 1000000,"You will be a part of a full-stack team that is responsible for all aspects of the ongoing software development from the initial specification, through to…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Senior - Full Stack Developer,LeewayHertz,"Gurgaon, Haryana",NA,Above 5 years of experience in back-end and front-end development.Practical demonstrated experience in design and development of applications with major web…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Senior Full Stack Developer for a Product Based Company,Shaw Academy,NA,500000 - 1500000,"Full-stack developer with hands-on programming experience in NodeJs, JavaScript, HTML, CSS.Expertise in handling payment systems, especially gateway…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Hike Branding,"Ahmedabad, Gujarat",30000,Salary : As per company norms.Experience : 6 Month to 3 Year .Developing front end website architecture.Designing user interactions on web pages.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Multirecruit,"Bengaluru, Karnataka",400000 - 600000,"At least 1 year of experience in Frontend work.Strong knowledge of HTML5, CSS3.Experience/knowledge in Mobile app development.Total work: 2 years (Required).","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer (MERN),OptiSol,"Chennai, Tamil Nadu",NA,"Qualification – Any background, but MUST have the required skills.In depth knowledge of JavaScript and Typescript is must.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Anmol india ltd,"Pune, Maharashtra",15000 - 20000,Require experience full stack web developer having experience in nodejs for backend and react or expressjs in frontend.Node JS: 2 years (Preferred).,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Web Developer,YMGrad,"Delhi, Delhi",5000 - 8000,"YMGrad.com is a social network for students who wish to study overseas.Your responsibilities will include enhancing our website and application using ReactJS,…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Senior Full Stack Developer for a Product Based Company,Shaw Academy,NA,500000 - 1500000,"Full-stack developer with hands-on programming experience in NodeJs, JavaScript, HTML, CSS.Expertise in handling payment systems, especially gateway…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Senior Full Stack Developer,Access Automation Private Limited,"Bengaluru, Karnataka",NA,"Hands-on Experience in Node(back end).Hands-on Experience in React JS(front end).Interested applicants, please share your updated resume to maheshwari@jyopa…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Signaturess Web Development,"Mumbai, Maharashtra",NA,We are welcoming the people who are really passionate about their work & want to grow in their field with special skills.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer / ROR Developer,Gloify,"Bengaluru, Karnataka",NA,Experience as a Full-stack developer with at least 1 years of strong hands-on experience in Ruby on rails.Experienced developers who have seen products through…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Java Full Stack Developer,Menorah Personnel Management India Private,"Hyderabad, Telangana",NA,"Expertise in Core Java, Spring boot, Spring MVC, Web services, Data base,Oracle, Sql, PL/SQL / PostgreSql).Expertise in Core Java, Spring boot, Spring MVC, Web…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
ELK Developer,Nuage BizTech Pvt Ltd,"Noida, Uttar Pradesh",900000 - 1200000,"Integration of user-facing elements developed by front-end developers with server-side logic.Experience in architecting, designing, developing solutions using…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,HATC,"Bengaluru, Karnataka",360000 - 480000,We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming.Developing front end website architecture.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer (React.js),Langoor,"Bengaluru, Karnataka",NA,We are looking for React.js developers who will be responsible for:Designing user interactions on web pages.Working alongside UX/Designers for web features.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Java Developer,Alpha Net,"Mohali, Punjab",NA,Experience required: 3-6 years.Location : Mohali (work from till pandemic.Working experience in Java development.Experience in the Spring Framework.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer(Python/Angular),3RI TECHNOLOGIES,"Pune, Maharashtra",NA,Position : Full Stack Developer(Python/Angular).Design client-side and server-side architecture.Build the front-end of applications through appealing visual…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Java Full Stack Developer,YK Innosoft Technologies,"Hyderabad, Telangana",NA,YK Innosoft is a Startup company focused on financial services software products and solutions.YK Innosoft has developed an advanced Core Banking Software…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Augusta Hitech Soft Solutions,"Coimbatore, Tamil Nadu",NA,"Design, develop, and deploy new database-driven web sites / applications Maintenance of existing web sites.Ensure the best possible performance, quality, and…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Web Developer Intern,Surebot Technology Solution Pvt Ltd,"Bengaluru, Karnataka",NA,"A full-stack web developer is individually responsible for building web application from concept all the way to completion, fashioning everything from the home…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,corefragment technologies,"Ahmedabad, Gujarat",NA,Must have at least 3+ years of total experience.Minimum 1 years in Node.js and Angular JS.Solid development experience in Java or Javascript.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
"Full Stack Developer, Java, Spring boot, Micro services, Ang...",Webfx.me India,"Hyderabad, Telangana",NA,"Required Full Stack Developer with minimum 3 years experience on Java, Spring boot, Micro services, Angular.Required Part time or Full time.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
.Net Full stack Developer,Jobsbale,"Visakhapatnam, Andhra Pradesh",NA,"Net, Entity Framework, Angular JS.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Professional 1 Product Developer,DXC,"Indore, Madhya Pradesh",NA,"Experience with Java, Linux, and Tomcat, as well as experience with full-stack web development.Java Developer with professional experience of working in…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Senior Full Stack Developer,MagikMinds,"Hyderabad, Telangana",NA,Senior Full-stack developer is expected to take the role of native mobile development and has hands-on experience with MEAN/MERN stack development.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Deep Trekker Inc.,NA,NA,If you are a highly motivated developer who is passionate about developing mobile robots and underwater drones this might be the job for you.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
"Full Stack Developer (Node JS, TypeScript, React, MongoDB, D...",Cartrabbit,"Coimbatore, Tamil Nadu",300000 - 600000,"Cartrabbit, a fast growing SaaS product startup in Coimbatore, is looking for *Full Stack Developers with solid experience in Node JS, TypeScript, React,…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Escrowpayindia.com,"Gurgaon, Haryana",25000 - 30000,"Experience with LAMP stack and DevOps role in the Software development life cycle.Familiarity with Laravel and mastery of PHP, MySQL.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,OffoCap Online services Pvt.Ltd,"Visakhapatnam, Andhra Pradesh",15000,We are looking for developers who are quick and enthusiast at developing code for our applications.Right now we are working on developing social networking…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Intuz Solution Pvt Ltd hiring for Full Stack Developer : Ahm...,Intuz Solution Pvt Ltd,"Ahmedabad, Gujarat",45000 - 85000,"Smart, enthusiastic, innovative thinker with having a minimum of 3+ years of JavaScript Experience with a Mobile and Web Development Company.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Edlocus,"Taramani, Chennai, Tamil Nadu",NA,"Skills Laravel, Angular, Node JS, PHP.E / B. Tech Computer Science.Â€¢ Strong experience in developing complex applications using MVC frameworks.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Yobitel Communications,"Bengaluru, Karnataka",NA,"Experience in Agile,full stack development experience covering primarily either ReactJS/MEAN frameworks for UI and/or NodeJS framework for microservices…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Software Engineer (Angular/React)/Full Stack Developer,Hoolime,"Chandigarh, Chandigarh",400000 - 800000,Work with backend developers to connect the client-side elements with the server.4-8 Lacs per annum.Rajiv Gandhi IT Park Chandigarh.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Deep Trekker Inc.,NA,NA,If you are a highly motivated developer who is passionate about developing mobile robots and underwater drones this might be the job for you.,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Development Internship,Ghar Pe Shiksha,"Delhi, Delhi",7000 - 12000,Working as a full-stack developer on MERN stack 2.Are available for full time (in-office) internship.Ghar Pe Shiksha is a fast-growing educational startup…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
MEAN Stack Developer,GAC DIGITALS PRIVATE LIMITED,"Hyderabad, Telangana",NA,"Fundamental knowledge of application development using Java technologies like Node.JS, Express and Frameworks such as JDBC,Bootstarp, Spring,MangoDB, XML, XSLT…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Java Full Stack Angularjs Developer,Boston Business Solutions Corp,"Bengaluru, Karnataka",NA,"Capable of leading development work, possibly mentoring or leading other developers.Java Full Stack Angularjs Developer.Extensive experience in SQL database.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Pathfinder Business Analysis,Tamil Nadu,NA,"Experience Full stack Product Development using ASP.Server, network, and hosting environment.Relational and non-relational databases.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Web Developer,Hashtaag,"Bengaluru, Karnataka",NA,We are looking for developers who can meticulously analyse project requirements and carry forward the development of backend module which is highly robust and…,"HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Mean Stack Developer,Codinova Technologies Pvt. Ltd.,"Noida, Uttar Pradesh",NA,"Working within an Agile team, the Mean Stack Developer will be responsible for developing and maintaining end-to-end websites and apps using JS technology stack…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer,Sherakart,"Karawal Nagar, Delhi",20000 - 25000,"Hiring full stack developer for ecommerce company, they have good knowledge of Vuejs, Nodejs, expressjs, mongodb.Job Types: Full-time, Part-time.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Full Stack Developer (MEAN Stack),Invictus DigiSoft Pvt. Ltd.,"Ranchi, Jharkhand",300000 - 600000,"Experience in developing highly interactive web applications using JavaScript, ES6, JQuery, HTML, CSS, JSON, AngularJS 2/4/6, React JS, Redux.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Sr. Full Stack Developer,Wattabyte IT Consultancy LLP,NA,NA,"Full Stack – extensive experience in both application development, database design, systems administration and project implementation.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Sr. Android Developer,Wenable Technologies pvt Ltd,NA,500000 - 1500000,"Should Understand what is the role of a Server in enterprise stack and how the internet works.Empower our teams who believe in our passion, drive for…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
Cofounder - Angular Developer,Besnik Point System,NA,NA,"Passionate and interested software developers are required to join in this early stage startup.Key words: Angular6 , Angular7 , Angular, Firebase, Front End…","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
senior full stack .NET Core developer,Aone HR Services,NA,60000 - 100000,"We are urgently looking for a senior full-stack .NET Core developer to work for Asico Real Estate from our workstation at Perinthalmanna, Kerala, India.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
senior full stack .NET Core developer,Aone HR Services,NA,60000 - 100000,"We are urgently looking for a senior full-stack .NET Core developer to work for Asico Real Estate from our workstation at Perinthalmanna, Kerala, India.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
senior full stack .NET Core developer,Aone HR Services,NA,60000 - 100000,"We are urgently looking for a senior full-stack .NET Core developer to work for Asico Real Estate from our workstation at Perinthalmanna, Kerala, India.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
senior full stack .NET Core developer,Aone HR Services,NA,60000 - 100000,"We are urgently looking for a senior full-stack .NET Core developer to work for Asico Real Estate from our workstation at Perinthalmanna, Kerala, India.","HTML5,CSS3,JavaScript,GitHub,Git,Python,Java,Ruby,Web architecture,HTTP and REST,Database storage,relational data,Knowledge of NoSQL databases,Knowledge of web storage,Basic design skills,NPM,Soft skills"
