Job_Name,Company_Name,Location,Skills,Yearly Salary
Support Engineer - Wi-Fi & Security,SecureW2,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",422400.0
Microsoft Certified Cloud Systems Engineer,Microsoft Gold Partner Navishaa.com,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",480000.0
Security Test Engineer,Zenq,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",535000.0
Urgent Requirement for Senior Network and Server Engineer,Metro Jobs Consultants,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
"Threat Research Engineer Pune, Maharashtra",Carbon Black,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",645000.0
Network Engineer - Linux,Comodo Cyber Security,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",700000.0
Support Engineer - Wi-Fi & Security,SecureW2,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",687436.0
Software Engineer – Network/Embedded/Application Development...,Cisco Systems,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",674872.0
Consulting Engineer (Intern) - India UHR,Cisco Systems,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",662308.0
Senior Engineer - Cyber Security & Communication,GE Renewable Energy,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",649744.0
Network and Security: Techno Manager,CSS Corp Private Limited,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",637179.0
"Networking Engineer-Cisco Nexus & IOS switches, BGP, IPSEC V...",Dell Technologies,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",624615.0
Network Engineer -L3,NTT,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",612051.0
Senior Engineer Security,NTT Communications ICT Solutions,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",599487.0
Team Lead,Maersk,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",586923.0
Principal SQA Engineer (SASE),Palo Alto Networks,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",574359.0
Support Engineer - Wi-Fi & Security,SecureW2,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",561795.0
Sr. Network Support Engineer,Rudr Consultancy Services,"Udaipur, Rajasthan","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",549231.0
Windows And VMware Engineer,Unisys,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",536667.0
Technical Engineer Trainee,Shriram Value Services,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",524103.0
Support Engineer - Wi-Fi & Security,SecureW2,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",511538.0
"Sr Software Engineer- MPLS, BGP, OSPF, Automation Testing",Ciena,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",498974.0
Cloud Engineer,Diebold Nixdorf,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",486410.0
Senior System Engineer,Cerner Corporation,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",473846.0
Network Security Engineer,Talent500,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",461282.0
C Programmer/Developer (5-6 yrs) Networking/Network Security...,SonicWall,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",448718.0
Security Developer 2,Oracle,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",436154.0
Network Engineer -HYDERBAD,Inspire People Consultancy,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",423590.0
Security Analyst II,Tesco Technology,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",411026.0
​Technical Trainee,Netpoleon Group,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",398462.0
Senior Engineer - Cloud Solutions (ESC),NTT Global Networks,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",385897.0
Observability Engineer - Consumer Engineering,Goldman Sachs,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",373333.0
Consulting Engineer - Routing and Switching (BCS) - 2 to 10...,Cisco Systems,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",360769.0
Distributed Systems Developer - Network Security Cloud Infra...,Salesforce,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",348205.0
Senior Software Engineer- Transport,GO-JEK,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",335641.0
Software Engineer,WELLS FARGO BANK,India,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",323077.0
Senior Cloud Security Engineer,Whatfix,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",310513.0
Engineering Manager – Network / Security,CareerXperts,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",297949.0
WiFi Software Development Engineer,MaxLinear Inc.,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",285385.0
Senior Cloud Application Engineer - Networking,SumTotal,Andhra Pradesh,"Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",272821.0
Senior Performance Engineer,Aeries Technology Group,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",260256.0
Support Engineering Manager,Microsoft,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",247692.0
Site Reliability Engineer,interface.ai,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",235128.0
IT Infrastructure,FANUC India,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",222564.0
Technical Support Engineer - L2 ( 3+ Yrs Exp.),AltaVista Tech Solutions,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",210000.0
Software Engineer - ROE,Goldman Sachs,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",224091.0
Lead Engineer,Maersk,"Pune, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",238182.0
Workplace Engineer L3,SoftwareONE,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",252273.0
Cyber Security Expert,Stryker,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",266364.0
"MTS - Data/Control plane protocol Developer Chennai, Tamil N...",VMware Engineering,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",280455.0
Hadoop Admin,Modak Analytics,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",294545.0
Lead Linux/Unix Engineer,Ingrain Systems Inc.,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",308636.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",322727.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",336818.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",350909.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",365000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",379091.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",393182.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",407273.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",421364.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",435455.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",449545.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",463636.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",477727.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",491818.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",505909.0
AVP-Compliance and IT Security Engineering,Tally Solutions,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Lead Engineer,Aeries Technology Group,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
Support Engineering Manager,Microsoft,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Consulting Engineer - Routing and Switching (BCS) - 2 to 10...,MaxLinear Inc.,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
AVP-Compliance and IT Security Engineering,SecureW2,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
"Networking Engineer-Cisco Nexus & IOS switches, BGP, IPSEC V...",SecureW2,"Gurgaon, Haryana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
"Networking Engineer-Cisco Nexus & IOS switches, BGP, IPSEC V...",Mylan,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",590000.0
"Sr Software Engineer- MPLS, BGP, OSPF, Automation Testing",Calpine Group,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Senior System Engineer,Shriram Value Services,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
"MTS - Data/Control plane protocol Developer Chennai, Tamil N...",Refinitiv,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
Senior Performance Engineer,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Senior Engineer - Cloud Solutions (ESC),MaxLinear Inc.,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Software Engineer - ROE,BrowserStack,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
AVP-Compliance and IT Security Engineering,Microsoft Gold Partner Navishaa.com,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
AVP-Compliance and IT Security Engineering,Tesco Technology,"Chennai, Tamil Nadu","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
AVP-Compliance and IT Security Engineering,SecureW2,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Technical Support Engineer - L2 ( 3+ Yrs Exp.),BrowserStack,"Ghaziabad, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Network and Security: Techno Manager,SecureW2,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",530000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
AVP-Compliance and IT Security Engineering,Diebold Nixdorf,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
Support Engineer - Wi-Fi & Security,NTT,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Software Engineer – Network/Embedded/Application Development...,Inspire People Consultancy,"Nagpur, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Security Developer 2,Comodo Cyber Security,"Noida, Uttar Pradesh","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",510000.0
Support Engineer - Wi-Fi & Security,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",580000.0
Information Security Analyst - SOC,Aeries Technology Group,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Support Engineer - Wi-Fi & Security,Refinitiv,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
AVP-Compliance and IT Security Engineering,Refinitiv,"Mumbai, Maharashtra","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
AVP-Compliance and IT Security Engineering,S&L International,"Kochi, Kerala","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",550000.0
Senior Cloud Security Engineer,Cisco Systems,"Bengaluru, Karnataka","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",520000.0
Senior Cloud Security Engineer,Netpoleon Group,"Hyderabad, Telangana","Secure network architecture,Vulnerability testing,Threat modeling,Virtualization technologies,Cloud security,Firewalls,Encryption solutions,Secure coding practices,Innovation,Collaboration,Problem solving,Communication",540000.0
