Job_Name,Company_Name,Location,Skills,Yearly Salary
UX Developer,ALTIMETRIK India,"Chennai, Tamil Nadu","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",805000.0
ReactJS Developer,Starlly SolutionsPrivate Limited,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1370000.0
UI/ UX Designer,63 moons technologies,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1935000.0
Full Stack Developer,Team Ideal pvt. Ltd.,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",2500000.0
UI/UX Developer: 2-4 years experience,CloudPanel Technologies,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1736667.0
Front end Developer,Neosoft Technologies Pvt.Ltd,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",973333.0
UI/UX Developer,Oneulsoft,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",210000.0
UX Designer,Sapiens,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",250000.0
UI/UX Designer,Rolson Infotech Solutions,"Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",290000.0
UI/UX Developer,vSocialize Solutions Private Limited,"Coimbatore, Tamil Nadu","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",330000.0
iOS Developer,INNsight Ineteractive,"Malad, Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",370000.0
Software UI Developer 4,Oracle,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",410000.0
Senior PHP Developer,Electrocon Consumer Electronics (I) Ltd. www.educa...,"CBD Belapur, Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",450000.0
UI/UX Designer,ABP Empower,"Chandigarh, Chandigarh","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",900000.0
UI Developer,Desprin Enterprises Private Limited,"Andheri, Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",275000.0
UI/UX Designer/Developer,Inexoft Technologies,India,"Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",258750.0
UI/UX Designer/Developer,Venture7 Technology Private Limited,"Faridabad, Haryana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",242500.0
UI Developer,Mentebit Software Solutions,"Bavdhan, Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",226250.0
UI/UX Developer,Oneulsoft,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",210000.0
Front End - UI Developer for US Based E - Commerce Client,Tekinroads Consulting,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",210000.0
UI/UX Developer,Oneulsoft,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",210000.0
Android Application Developer,AGILEDGE PROCESS SOLUTIONS PVT LTD,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",480000.0
Flutter Developer,Applied Synergy Technologies Pvt. Ltd.,"Banjara Hills, Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",550000.0
UI/UX Developer,RED CUBE DIGITAL MEDIA,"New Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",506250.0
UI Developer,Webandcraft,"Trichur, Kerala","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",462500.0
Senior Developer,Cybertill,"The Rutu Estate, Thane, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",418750.0
UI Developer - Ionic & Web -mumbai,Talent Zone Consultants,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",375000.0
Web designers (UI/UX designers & front end developers),TNM Online Solutions,"Cannanore, Kerala","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",210000.0
React/Node Engineer,Chedar,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",2000000.0
Opening for Angular Developer,3RI TECHNOLOGIES,"Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1785000.0
React.js,Accenture,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1570000.0
Flutter Developer,Credent Team Pvt. Ltd.,"Rohini Sub City, Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1355000.0
Lead iOS Developer,Markowate Technologies Private Limited,"Vashi, Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1140000.0
Lead iOS Developer,Markowate Technologies Private Limited,"Vashi, Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1140000.0
Front End Web Developer,10Dumbs,"Vashi, Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",960000.0
Mobile app developer,Cotech Innovations,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",780000.0
UI/UX Developer,Kunj Services,"Ahmedabad, Gujarat","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",600000.0
PHP Wordpress Developer,ATT Software LLC,"Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",420000.0
Senior Java/J2EE Developer,Coviam Technologies,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",660000.0
UX Architect,Hitachi Vantara,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",900000.0
Lead iOS Developer,Markowate Technologies Private Limited,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1140000.0
Video Editor,Marcamor business solutions,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",400000.0
UI/UX Developer,Trionxt Software,"Nigdi, Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",400000.0
Ui/ux and Front End Developers Navi Mumbai,prism manpower,"Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",400000.0
Hiring for Mobile App Developer - Immediate Joining | Delhi...,Kanak Infosystems LLP,"Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",550000.0
Frontend Developer/ Angular,Beri Udyog Pvt Ltd.,"Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",700000.0
Frontend Engineer,Matic Network,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",850000.0
iOS Developer,App Innovation Technologies Pvt Ltd,"Gnanambika Mills, Tamil Nadu","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",540000.0
Senior UI Developer,Nualfas Business Solutions,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",495000.0
UX/UI Designer,Harjai Computers,"Noida, Uttar Pradesh","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",450000.0
Web Designer and UI Developer,Nextwebi,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",405000.0
Front End UI/UX Developer,skilora,"Kochi, Kerala","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",360000.0
Flutter Developer,Trinity Unicepts Pvt Ltd,"Ahmedabad, Gujarat","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",315000.0
iOS Developer,Digi Interacts Private Limited,"Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",270000.0
Full Stack Java Developer,RXIL,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1200000.0
UX Designer,IMImobile,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",800000.0
iOS Developer,Matrid Technologies,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",400000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",1050000.0
UI/UX Developer,DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",970000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",DISHA Recruitment Services,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",970000.0
Web designers (UI/UX designers & front end developers),prism manpower,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",420000.0
UI/UX Developer,Desprin Enterprises Private Limited,"Trichur, Kerala","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",380000.0
UI/UX Developer,Datagrid Digital Marketing Agency,"Trichur, Kerala","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",590000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",Nextwebi,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",570000.0
Web designers (UI/UX designers & front end developers),DISHA Recruitment Services,"Vashi, Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",830000.0
"Front End Developer | Angular, IonicFrmWrk | 4+ Yrs Exp, Imm...",Prabhudas Lilladher,"Vashi, Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",680000.0
UI/UX Developer,Talent Zone Consultants,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",830000.0
UX Designer,Starlly SolutionsPrivate Limited,"Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",390000.0
Lead iOS Developer,Starlly SolutionsPrivate Limited,"Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",370000.0
React.js,AllinCall Research and Solutions,"Navi Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",980000.0
Android Developer,Cotech Innovations,"Nigdi, Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",470000.0
iOS Developer,DISHA Recruitment Services,"Nigdi, Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",830000.0
UI/UX Designer,Atkku Services India Private Limited,"Nigdi, Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",840000.0
iOS Developer,Team Ideal pvt. Ltd.,"Nigdi, Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",530000.0
Web designers (UI/UX designers & front end developers),Markowate Technologies Private Limited,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",390000.0
Senior Developer,Oneulsoft,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",470000.0
iOS Developer,prism manpower,"New Delhi, Delhi","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",580000.0
UI/UX Designer,DISHA Recruitment Services,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",530000.0
UX Designer,Harjai Computers,"Pune, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",570000.0
ReactJS Developer,Markowate Technologies Private Limited,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",890000.0
UI VP Role,Cybertill,"Bengaluru, Karnataka","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",440000.0
Web Developer,Matic Network,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",630000.0
Software UI Developer 4,DISHA Recruitment Services,"Worli, Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",950000.0
UI/UX Designer,Nualfas Business Solutions,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",640000.0
UX Designer,Markowate Technologies Private Limited,"Mumbai, Maharashtra","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",660000.0
Lead iOS Developer,Hitachi Vantara,"Faridabad, Haryana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",350000.0
Senior PHP Developer,skilora,"Faridabad, Haryana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",850000.0
Front end Developer,ATT Software LLC,"Hyderabad, Telangana","Research,Information Architecture,Wireframing,Prototyping,Visual Communication,Communication,Collaboration,UX research,UI prototyping,UX writing,User empathy,Interaction design,Coding,Analytics,Communication skills",700000.0
