Job_Name,Company_Name,Location,Skills,Yearly Salary
Machine Learning using PYTHON,HighIQ Robotics,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",373846.0
FPGA and System Design Engineer ( 0 to 2 years),Yantravision Software Pvt Ltd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Software Development Engineer in Test 2-Governance,Microsoft,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
"Intern, InnovatED; Communications",TeachForIndia,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Machine Learning Engineer,Amantya Technologies,"Gurgaon, Haryana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Machine Learning Engineer,Infomatics Software Solutions India Pvt Ltd,"Chennai, Tamil Nadu","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
FPGA and System Design Engineer ( 0 to 2 years),Yantravision Software Pvt Ltd,"Bhopal, Madhya Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
FPGA and System Design Engineer ( 0 to 2 years),Yantravision Software Pvt Ltd,"Bhopal, Madhya Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Channel Relationship Manager,ATSPL - Madhya Pradesh,"Bhopal, Madhya Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
FPGA and System Design Engineer ( 0 to 2 years),Yantravision Software Pvt Ltd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Software Engineer,Skyflow,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Sr. Manager - Analytics Developer,Vodafone,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
IAM CTO Pune,Deutsche Bank,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Senior Solution Advisor / Lead Solution Advisor,Deloitte,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Data Scientist,PayU Payments Pvt Ltd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
ERP Analyst,Atlassian,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
FPGA and System Design Engineer ( 0 to 2 years),Yantravision Software Pvt Ltd,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Junior Content Writer,Telebu,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",615000.0
C++ Software Engineer,DeepR Analytics,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",900000.0
Applied Scientist II,Amazon Dev Center India - Hyd,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",870000.0
Machine Learning Intern,Leben Care Technologies,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",840000.0
Creative Writer,Career Lift,"Indore, Madhya Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",810000.0
Functional Safety Expert,Aptiv,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",780000.0
"Director - E-Commerce, FRWD",Bain & Company Inc,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",750000.0
Java Developer,CAPCO,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",720000.0
Partner Technical Advisor,Microsoft,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",690000.0
OT - Ops Excellence - FSI - CON- Hyderabad/Bengaluru - Emplo...,Deloitte,"Gurgaon, Haryana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",660000.0
Data Science Trainer,Emerging India Group,India,"Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",630000.0
Operations Engineer – Autonomous Vehicles,NVIDIA,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",600000.0
Senior Data Scientist,Innoplexus,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
US Cyber Security Startup – Ground Floor – $75K-$100K,CareerXperts,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",540000.0
Quality Engineer,QuEST Global Engineering,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Business Risk & Controls Direc,WELLS FARGO BANK,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",480000.0
Partner Program Services (Hyderabad),ALC India,India,"Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",450000.0
"Manager, Data Science",Aera Technology,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",420000.0
PL/SQL Developer,Copious Software,"New Delhi, Delhi","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",390000.0
Associate Director - Research,Centre for Civil Society,"New Delhi, Delhi","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",360000.0
FPGA and System Design Engineer ( 0 to 2 years),Yantravision Software Pvt Ltd,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",330000.0
Employee Experience Specialist,IHS Markit,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",337500.0
"Consultant, Advanced Analytics Python/R",Fractal.ai,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",345000.0
Database Administrator (DBA),MNR Solutions Private Limited,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",352500.0
"Vice President, Supply Chain",Bridge International Academies,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",360000.0
Chip Level Smartphone Engineer,Techyuga,"Kolkata, West Bengal","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",367500.0
Manager BIE,ASSPL - Telangana,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",375000.0
Enterprise Architect,Blackstraw,"Chennai, Tamil Nadu","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",382500.0
Cloud Engineer (Cloud Platform Services),Diebold Nixdorf,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",390000.0
Image Processing / Software Developer (GIS),Wayzontech Services,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",397500.0
SUBJECT TEACHERS FOR CLASS 3 TO 12,Manthan International School,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",405000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",412500.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",420000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",427500.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",435000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",442500.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",450000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",457500.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",465000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",472500.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",480000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",487500.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",495000.0
Full Stack Developer,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",502500.0
Full Stack Developer,PayU Payments Pvt Ltd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Partner Program Services (Hyderabad),NVIDIA,"Kolkata, West Bengal","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
"Manager, Data Science",MNR Solutions Private Limited,"Kolkata, West Bengal","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Image Processing / Software Developer (GIS),CareerXperts,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",530000.0
Full Stack Developer,Innoplexus,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",540000.0
IAM CTO Pune,Yantravision Software Pvt Ltd,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
MN Learning Solutions Expert,CAPCO,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",590000.0
Assistant Manager,Brainamaze,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
Sr. Manager - Analytics Developer,Crowe,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
Database Administrator (DBA),Yantravision Software Pvt Ltd,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
Full Stack Developer,Yantravision Software Pvt Ltd,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",590000.0
FPGA and System Design Engineer ( 0 to 2 years),PRIFFY,"Gurgaon, Haryana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",590000.0
Applied Scientist II,Blackstraw,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
C++ Software Engineer,Deep Trekker Inc.,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
Database Administrator (DBA),CCS Computers,"Chennai, Tamil Nadu","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",540000.0
Full Stack Developer,PayU Payments Pvt Ltd,"Chennai, Tamil Nadu","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",560000.0
Data Scientist - Machine Learning/Deep Learning - W F H,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",580000.0
Java Developer,ALC India,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
Associate Director - Research,Deep Trekker Inc.,"Chennai, Tamil Nadu","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Functional Safety Expert,HighIQ Robotics,India,"Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",500000.0
US Cyber Security Startup – Ground Floor – $75K-$100K,Deep Trekker Inc.,India,"Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Full Stack Developer,Atlassian,India,"Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
"Vice President, Supply Chain",ALC India,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Manager BIE,Telebu,"Gurgaon, Haryana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
"Manager, Data Science",Yantravision Software Pvt Ltd,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Full Stack Developer,Amantya Technologies,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Applied Scientist II,Yantravision Software Pvt Ltd,"Noida, Uttar Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",500000.0
Assistant Manager,Amazon Dev Center India - Hyd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Data Scientist - Machine Learning/Deep Learning - W F H,MNR Solutions Private Limited,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",560000.0
Junior Content Writer,Deep Trekker Inc.,"Chennai, Tamil Nadu","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",580000.0
Full Stack Developer,Centre for Civil Society,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
Data Science Trainer,QuEST Global Engineering,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",500000.0
"Intern, InnovatED; Communications",ATSPL - Madhya Pradesh,"Bhopal, Madhya Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Machine Learning using PYTHON,CareerXperts,"Gurgaon, Haryana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",590000.0
Full Stack Developer,Yantravision Software Pvt Ltd,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",530000.0
Full Stack Developer,PRIFFY,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
MN Learning Solutions Expert,Amantya Technologies,"Mumbai, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
AI/Machine Learning Engineer,Yantravision Software Pvt Ltd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",590000.0
Image Processing / Software Developer (GIS),Aera Technology,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",570000.0
Partner Technical Advisor,Aptiv,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",540000.0
Sr. Manager - Analytics Developer,Vodafone,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",500000.0
Programmer,Career Lift,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",560000.0
"Consultant,Senior Consultant",Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
FPGA and System Design Engineer ( 0 to 2 years),Deep Trekker Inc.,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
Full Stack Developer,CO E&A Customer Operations EMEA & APAC,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",560000.0
"Vice President, Supply Chain",CAPCO,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
Manufacturing & Distribution Consultant Senior Staff,"Ultramatics, Inc.","Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Senior Solution Advisor / Lead Solution Advisor,Emerging India Group,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
Business Risk & Controls Direc,Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
FPGA and System Design Engineer ( 0 to 2 years),Deep Trekker Inc.,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",580000.0
Full Stack Developer,Yantravision Software Pvt Ltd,"Hyderabad, Telangana","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",530000.0
AI/Machine Learning Engineer,Deep Trekker Inc.,"Bhopal, Madhya Pradesh","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Team Lead - Learning & Development,Yantravision Software Pvt Ltd,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",510000.0
FPGA and System Design Engineer ( 0 to 2 years),NVIDIA,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
FPGA and System Design Engineer ( 0 to 2 years),Techyuga,"Bengaluru, Karnataka","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",520000.0
Employee Experience Specialist,Vodafone,"Pune, Maharashtra","Deep Learning with TensorFlow,TensorFlow,Natural Language Processing,NLP,Robotic Process Automation,Deep Learning,Machine Learning,AI",550000.0
