Job_Name,Company_Name,Location,Skills,Yearly Salary
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",316905.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",321429.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",325952.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",330476.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",335000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",339524.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",344048.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",348571.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",353095.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",357619.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",362143.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",366667.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",371190.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",375714.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",380238.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",384762.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",389286.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",393810.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",398333.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",402857.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",407381.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",411905.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",416429.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",420952.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",425476.0
AI / Gameplay Tools Programmer,VMD Agro,"Gurgaon, Haryana","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",430000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",430000.0
Tech Lead - Front End,[x]cube LABS,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",460000.0
Graphics (Fresher) Designer,Ugaoo.com,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",440000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",470000.0
Tech Lead - Front End,June Gaming,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",490000.0
3D Assets designer for 3D Games,June Gaming,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",420000.0
Tech Lead - Front End,iStudio Technologies,"Noida, Uttar Pradesh","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",500000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",500000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",400000.0
Tech Lead - Front End,ucreate,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",440000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",580000.0
Graphic Designer/Senior Graphic Designer,Junglee Games,India,"Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",520000.0
Lead Game Developer,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",470000.0
Tech Lead - Front End,Junglee Games,"Chennai, Tamil Nadu","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",500000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",560000.0
Senior Instructional Designer,Junglee Games,"Surat, Gujarat","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",450000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",530000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",510000.0
Graphic Designer,Junglee Games,"Surat, Gujarat","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",530000.0
Scrum Master,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",590000.0
Tech Lead - Front End,Oengines Game Studio,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",440000.0
Senior Analyst - Customer experience,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",570000.0
UI/UX Designer - Gaming,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",420000.0
Tech Lead - Front End,Junglee Games,"Kochi, Kerala","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",530000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",500000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",480000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",540000.0
Tech Lead - Front End,Codal,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",470000.0
Senior Instructional Designer,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",400000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",470000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",470000.0
Tech Lead - Front End,Junglee Games,"Gurgaon, Haryana","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",400000.0
3D Generalist,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",490000.0
Tech Lead - Front End,Junglee Games,"Gurgaon, Haryana","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",410000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",470000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",400000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",530000.0
Tech Lead - Front End,Junglee Games,India,"Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",400000.0
Tech Lead - Front End,Zynga,India,"Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",410000.0
Communications and Content Marketing Role,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",550000.0
Tech Lead - Front End,Junglee Games,"Bengaluru, Karnataka","Creativity,Artistic vision,A passion for video games,Storytelling ability,Wide-ranging knowledge of gaming trends,Strong analytical frame of mind,Excellent programming skills,Ability to work as part of a team",490000.0
